p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
dogsled,0.08854,False,snowmobile,0.0572909999999999,False,Samoyed,0.0476014,True,10.0,10.0,Crumpet,None,None,None,None
miniature_pinscher,0.516284,True,kelpie,0.227402,True,vizsla,0.103246,True,11.0,10.0,Bella,None,None,pupper,None
Pembroke,0.95618,True,Cardigan,0.0318031,True,Chihuahua,0.0062765,True,12.0,10.0,None,None,None,None,None
swing,0.929196,False,Bedlington_terrier,0.0150472,True,Great_Pyrenees,0.0140389,True,12.0,10.0,None,None,None,None,None
schipperke,0.145877,True,Labrador_retriever,0.0983538,True,kelpie,0.0973933999999999,True,10.0,10.0,Jerome,None,None,None,None
Maltese_dog,0.759945,True,toy_poodle,0.101194,True,Shih-Tzu,0.0560374,True,2.0,10.0,Crystal,None,None,None,None
Staffordshire_bullterrier,0.284492,True,Rottweiler,0.189434,True,American_Staffordshire_terrier,0.18943,True,10.0,10.0,None,None,None,None,None
Labrador_retriever,0.338757,True,flat-coated_retriever,0.3044699999999999,True,chest,0.0933923,False,10.0,10.0,Grizz,None,None,None,None
maze,0.33985,False,streetcar,0.0996878,False,sundial,0.0848077,False,2.0,10.0,None,None,None,None,None
seat_belt,0.7871640000000001,False,sunglasses,0.0457386999999999,False,beagle,0.0225251,True,6.0,10.0,Tango,None,None,None,None
malamute,0.606654,True,Border_collie,0.193831,True,collie,0.0483781,True,10.0,10.0,Dash,None,None,None,None
Irish_terrier,0.696646,True,Australian_terrier,0.0749616,True,Irish_setter,0.0639011999999999,True,10.0,10.0,Wilson,None,None,None,None
harp,0.8211200000000001,False,window_screen,0.0251208,False,mosquito_net,0.0167155999999999,False,8.0,10.0,Mia,None,None,None,None
Pembroke,0.194681,True,toy_poodle,0.121821,True,Pomeranian,0.096843,True,11.0,10.0,Tug,None,None,None,None
Airedale,0.583122,True,silky_terrier,0.129567,True,Lakeland_terrier,0.0947266,True,7.0,10.0,Linda,None,None,None,None
Labrador_retriever,0.213673,True,beagle,0.146235,True,Airedale,0.122701,True,12.0,10.0,None,None,None,pupper,None
Labrador_retriever,0.680251,True,Chesapeake_Bay_retriever,0.201697,True,golden_retriever,0.0196759,True,11.0,10.0,Lola,None,None,None,None
Eskimo_dog,0.330216,True,Siberian_husky,0.187003,True,Chihuahua,0.10142,True,12.0,10.0,None,None,None,None,None
panpipe,0.962572,False,bannister,0.0252482,False,golden_retriever,0.00293035,True,9.0,10.0,None,None,None,None,None
cash_machine,0.802333,False,schipperke,0.0455186,True,German_shepherd,0.0233535,True,11.0,10.0,Chompsky,None,None,None,None
kelpie,0.189423,True,beagle,0.121988,True,basset,0.121171,True,12.0,10.0,officially,None,None,None,None
Scottish_deerhound,0.1946099999999999,True,Irish_wolfhound,0.162855,True,giant_schnauzer,0.1598369999999999,True,10.0,10.0,Louis,None,None,None,None
Italian_greyhound,0.302685,True,hair_slide,0.1242809999999999,False,Afghan_hound,0.059846,True,8.0,10.0,None,None,None,None,None
pug,0.272205,True,bull_mastiff,0.25153,True,bath_towel,0.116806,False,11.0,10.0,Rubio,None,None,None,None
toy_poodle,0.62178,True,miniature_poodle,0.197819,True,soft-coated_wheaten_terrier,0.046745,True,11.0,10.0,Hurley,None,None,None,None
Maltese_dog,0.145742,True,toy_poodle,0.139407,True,West_Highland_white_terrier,0.108821,True,9.0,10.0,Evy,None,None,None,None
porcupine,0.999846,False,meerkat,7.191479999999999e-05,False,echidna,4.44729e-05,False,8.0,10.0,Dwight,None,None,pupper,None
Chihuahua,0.761972,True,black-footed_ferret,0.150605,False,squirrel_monkey,0.0281479,False,7.0,10.0,William,None,None,None,None
mailbox,0.336393,False,cannon,0.158936,False,cuirass,0.0526471,False,11.0,10.0,None,None,None,pupper,None
dalmatian,0.750256,True,jaguar,0.169007,False,zebra,0.00648149,False,7.0,10.0,a,None,None,None,None
boxer,0.459604,True,Boston_bull,0.197913,True,French_bulldog,0.0870225,True,8.0,10.0,Mike,None,None,None,None
wallaby,0.164215,False,West_Highland_white_terrier,0.0935148,True,ashcan,0.0672783,False,8.0,10.0,Hunter,None,None,None,None
French_bulldog,0.319139,True,Chihuahua,0.154088,True,Cardigan,0.117688,True,9.0,10.0,None,None,None,None,None
bloodhound,0.5288189999999999,True,bull_mastiff,0.4201189999999999,True,French_bulldog,0.00948059,True,10.0,10.0,Rinna,None,None,pupper,None
Chihuahua,0.346545,True,dalmatian,0.166246,True,toy_terrier,0.117502,True,13.0,10.0,None,None,None,pupper,None
Airedale,0.903832,True,Border_terrier,0.0347125999999999,True,toy_poodle,0.021378,True,10.0,10.0,Willie,None,None,None,None
llama,0.887963,False,ram,0.0950207,False,chow,0.00230739,True,7.0,10.0,Bruce,None,None,None,None
EntleBucher,0.5232060000000001,True,Greater_Swiss_Mountain_dog,0.4316569999999999,True,Appenzeller,0.0442079,True,11.0,10.0,None,None,None,None,None
hog,0.809466,False,hay,0.0601778,False,lumbermill,0.0164834,False,5.0,10.0,Penelope,None,None,None,None
Samoyed,0.995466,True,Great_Pyrenees,0.00183395,True,Pomeranian,0.0006669489999999,True,10.0,10.0,Sammy,None,None,None,None
earthstar,0.127701,False,Shih-Tzu,0.1218109999999999,True,bubble,0.11782,False,9.0,10.0,Emmie,None,None,None,None
pillow,0.778113,False,apron,0.0950228,False,wallet,0.0493258,False,12.0,10.0,by,None,None,None,None
golden_retriever,0.6989609999999999,True,chow,0.145971,True,Pomeranian,0.034888,True,11.0,10.0,None,None,None,pupper,None
pug,0.999365,True,French_bulldog,0.000543615,True,Boston_bull,2.8152800000000003e-05,True,9.0,10.0,Ozzy,None,None,None,None
Maltese_dog,0.199121,True,West_Highland_white_terrier,0.197897,True,Shih-Tzu,0.15713,True,10.0,10.0,Reggie,None,None,None,None
miniature_poodle,0.457117,True,toy_poodle,0.226481,True,Maltese_dog,0.0676815,True,10.0,10.0,Kawhi,None,None,pupper,None
bluetick,0.268681,True,miniature_pinscher,0.1256519999999999,True,English_setter,0.0893727,True,12.0,10.0,Goliath,None,None,None,None
Christmas_stocking,0.2075469999999999,False,mask,0.19388,False,feather_boa,0.152738,False,10.0,10.0,None,None,None,pupper,None
Brittany_spaniel,0.7332529999999999,True,Welsh_springer_spaniel,0.251634,True,English_springer,0.00924321,True,11.0,10.0,None,None,None,pupper,None
Christmas_stocking,0.149758,False,cloak,0.12883,False,teddy,0.1091289999999999,False,12.0,10.0,Toby,None,None,None,None
bubble,0.240173,False,hen,0.146222,False,abaya,0.139342,False,10.0,10.0,CeCe,None,None,None,None
space_heater,0.920367,False,radiator,0.0499332,False,electric_fan,0.00671903,False,11.0,10.0,None,None,None,None,None
Lakeland_terrier,0.796694,True,West_Highland_white_terrier,0.138709,True,Norwich_terrier,0.0162533999999999,True,10.0,10.0,Hector,None,None,pupper,None
kuvasz,0.438627,True,Samoyed,0.111622,True,Great_Pyrenees,0.0640608,True,11.0,10.0,None,None,None,None,None
Chihuahua,0.538354,True,muzzle,0.0842887,False,ski_mask,0.0766901,False,12.0,10.0,Percy,None,None,None,None
tub,0.8898010000000001,False,bathtub,0.0323510999999999,False,hippopotamus,0.0141773,False,8.0,10.0,Penny,None,None,None,None
French_bulldog,0.700764,True,Chihuahua,0.0723896,True,American_Staffordshire_terrier,0.0396186999999999,True,9.0,10.0,Brody,None,None,None,None
ram,0.4997609999999999,False,hog,0.2837949999999999,False,ox,0.0674551,False,6.0,10.0,Moofasa,None,None,None,None
pug,0.99672,True,Labrador_retriever,0.00143879,True,Staffordshire_bullterrier,0.000517603,True,10.0,10.0,None,None,None,None,None
Pembroke,0.427781,True,Shetland_sheepdog,0.160669,True,Pomeranian,0.11125,True,12.0,10.0,Ellie,None,None,pupper,None
Shetland_sheepdog,0.876337,True,collie,0.078331,True,Pomeranian,0.0204075,True,9.0,10.0,Cheesy,None,None,None,None
Pomeranian,0.615678,True,golden_retriever,0.1264549999999999,True,Chihuahua,0.0871836,True,11.0,10.0,Griswold,None,None,None,None
Labrador_retriever,0.7843979999999999,True,Siberian_husky,0.0559251,True,beagle,0.0227501,True,10.0,10.0,Sadie,None,None,None,None
soft-coated_wheaten_terrier,0.289598,True,West_Highland_white_terrier,0.157195,True,toy_poodle,0.0744346999999999,True,4.0,10.0,Alice,None,None,None,None
carousel,0.500992,False,feather_boa,0.06439,False,pug,0.0443565,True,9.0,10.0,Ozzie,None,None,None,None
pug,0.713102,True,whippet,0.0574263,True,quilt,0.0560181,False,9.0,10.0,None,None,None,None,None
Pomeranian,0.992619,True,keeshond,0.00435645,True,schipperke,0.000814,True,11.0,10.0,Aspen,None,None,None,None
Irish_setter,0.406047,True,cocker_spaniel,0.345646,True,Airedale,0.147912,True,11.0,10.0,None,None,None,pupper,None
motor_scooter,0.255934,False,rifle,0.145202,False,assault_rifle,0.0970001,False,10.0,10.0,Champ,None,None,None,None
Tibetan_terrier,0.382101,True,miniature_poodle,0.0954294,True,Maltese_dog,0.0657377,True,9.0,10.0,Panda,None,None,None,None
Saint_Bernard,0.99883,True,Pekinese,0.000391312,True,Great_Pyrenees,0.000223582,True,11.0,10.0,Sarge,None,None,None,None
Lhasa,0.482401,True,Shih-Tzu,0.113672,True,Pomeranian,0.0962286,True,12.0,10.0,actually,None,None,None,None
frilled_lizard,0.326259,False,tailed_frog,0.104539,False,axolotl,0.0724793,False,3.0,10.0,Chuck,None,None,None,None
Samoyed,0.362596,True,Eskimo_dog,0.2453949999999999,True,Siberian_husky,0.108232,True,11.0,10.0,Glacier,None,None,None,None
seat_belt,0.5324409999999999,False,Labrador_retriever,0.0946148999999999,True,kuvasz,0.089863,True,9.0,10.0,Asher,None,None,None,None
Norfolk_terrier,0.205067,True,German_shepherd,0.160439,True,chow,0.1562339999999999,True,12.0,10.0,Carly,None,None,None,None
Rottweiler,0.760671,True,Labrador_retriever,0.0965847,True,Staffordshire_bullterrier,0.0403325999999999,True,8.0,10.0,Apollo,None,None,None,None
toy_poodle,0.8217040000000001,True,miniature_poodle,0.116042,True,Yorkshire_terrier,0.0148472,True,12.0,10.0,None,None,None,None,None
Pomeranian,0.800538,True,chow,0.146892,True,Pekinese,0.0376125,True,12.0,10.0,Toffee,None,None,pupper,None
birdhouse,0.472351,False,teddy,0.142058,False,pot,0.0329059,False,7.0,10.0,None,None,None,pupper,None
toy_poodle,0.920992,True,miniature_poodle,0.0608572,True,Maltese_dog,0.00606372,True,11.0,10.0,Bo,None,None,pupper,None
Chihuahua,0.20357,True,doormat,0.134316,False,toy_terrier,0.0844823,True,10.0,10.0,Charlie,None,None,pupper,None
Labrador_retriever,0.452577,True,golden_retriever,0.40342,True,beagle,0.0694857,True,12.0,10.0,Jimothy,None,None,None,None
triceratops,0.2498719999999999,False,chimpanzee,0.0609293,False,mask,0.0502209999999999,False,5.0,10.0,None,None,None,None,None
schipperke,0.997953,True,groenendael,0.000676435,True,miniature_pinscher,0.0002112459999999,True,11.0,10.0,Ulysses,None,None,None,None
teddy,0.364095,False,doormat,0.119243,False,toyshop,0.0351270999999999,False,10.0,10.0,None,None,None,None,None
jigsaw_puzzle,0.995873,False,Siamese_cat,0.000780885,False,pizza,0.00043248,False,11.0,10.0,Tess,None,None,None,None
snorkel,0.504983,False,loggerhead,0.345298,False,scuba_diver,0.0747539,False,11.0,10.0,Samson,None,None,None,None
Siberian_husky,0.43967,True,Eskimo_dog,0.340474,True,malamute,0.101253,True,9.0,10.0,Jax,None,None,None,None
seat_belt,0.997659,False,Lakeland_terrier,0.00173092,True,Airedale,0.00020361,True,9.0,10.0,Todo,None,None,None,None
curly-coated_retriever,0.482288,True,flat-coated_retriever,0.315286,True,Great_Dane,0.0621788999999999,True,9.0,10.0,Brody,None,None,None,None
vizsla,0.657275,True,paddle,0.0902863999999999,False,Rhodesian_ridgeback,0.0482283,True,11.0,10.0,Kreg,None,None,None,None
wombat,0.709344,False,koala,0.169758,False,beaver,0.0794334,False,7.0,10.0,Patrick,None,None,pupper,None
whippet,0.594701,True,Italian_greyhound,0.314091,True,Mexican_hairless,0.0377733,True,8.0,10.0,None,None,None,None,None
English_springer,0.440781,True,Cardigan,0.411182,True,Border_collie,0.0224122,True,12.0,10.0,None,None,None,None,None
beagle,0.4138239999999999,True,Cardigan,0.263553,True,basset,0.167618,True,11.0,10.0,Joey,None,None,None,None
bald_eagle,0.097232,False,torch,0.0966215,False,cliff,0.0903855,False,12.0,10.0,None,None,None,None,None
English_setter,0.947198,True,English_springer,0.0311276999999999,True,Brittany_spaniel,0.00551247,True,9.0,10.0,Taco,None,None,None,None
toyshop,0.37561,False,orange,0.0945376,False,teddy,0.0398082,False,12.0,10.0,None,None,None,pupper,None
dingo,0.2786,False,Chihuahua,0.1552069999999999,True,loupe,0.153598,False,7.0,10.0,Darrel,None,None,None,None
boxer,0.722218,True,bull_mastiff,0.193804,True,French_bulldog,0.0551937,True,10.0,10.0,Lulu,None,None,None,None
koala,0.141432,False,Eskimo_dog,0.0940442,True,wallaby,0.0852365,False,9.0,10.0,None,None,None,pupper,None
golden_retriever,0.889848,True,kuvasz,0.0530082,True,Labrador_retriever,0.0378812,True,12.0,10.0,None,None,None,None,None
cocker_spaniel,0.901392,True,soft-coated_wheaten_terrier,0.0286048,True,miniature_schnauzer,0.0178054,True,10.0,10.0,Larry,None,None,pupper,None
Leonberg,0.605851,True,chow,0.18347,True,German_shepherd,0.0796619,True,9.0,10.0,Brandy,None,None,pupper,None
Pembroke,0.406509,True,Cardigan,0.154854,True,Siberian_husky,0.136366,True,10.0,10.0,None,None,None,None,None
French_bulldog,0.992833,True,Boston_bull,0.00474863,True,pug,0.00139169,True,11.0,10.0,Jack,None,None,None,None
Lakeland_terrier,0.303512,True,soft-coated_wheaten_terrier,0.2114239999999999,True,golden_retriever,0.170725,True,10.0,10.0,None,None,None,None,None
Italian_greyhound,0.3995599999999999,True,whippet,0.267153,True,German_short-haired_pointer,0.0813191,True,8.0,10.0,None,None,None,pupper,None
keeshond,0.508951,True,chow,0.4420159999999999,True,German_shepherd,0.013206,True,11.0,10.0,Banjo,None,None,pupper,None
Airedale,0.945362,True,Irish_terrier,0.02685,True,Lakeland_terrier,0.0168264,True,11.0,10.0,Griffin,None,None,None,None
Pembroke,0.895279,True,Cardigan,0.022385,True,cocker_spaniel,0.0170452,True,11.0,10.0,Sebastian,None,None,None,None
miniature_pinscher,0.0728852,True,Labrador_retriever,0.0578658,True,schipperke,0.0532566,True,9.0,10.0,Buddy,None,None,None,None
malamute,0.577376,True,Siberian_husky,0.2871309999999999,True,Eskimo_dog,0.117563,True,12.0,10.0,None,None,None,pupper,None
Maltese_dog,0.738449,True,toy_poodle,0.102992,True,Samoyed,0.0232472,True,9.0,10.0,None,None,None,pupper,None
hog,0.458855,False,Mexican_hairless,0.164906,True,wild_boar,0.1117,False,5.0,10.0,Jiminy,None,None,None,None
toy_poodle,0.5513520000000001,True,teddy,0.180678,False,miniature_poodle,0.164095,True,10.0,10.0,Tiger,None,None,None,None
bluetick,0.174738,True,Shetland_sheepdog,0.126101,True,beagle,0.1228869999999999,True,10.0,10.0,Sadie,None,None,None,None
Labrador_retriever,0.6278560000000001,True,German_short-haired_pointer,0.173675,True,Chesapeake_Bay_retriever,0.0413416999999999,True,10.0,10.0,Lupe,None,None,None,None
cheetah,0.8221930000000001,False,Arabian_camel,0.0469761,False,jaguar,0.0257848,False,11.0,10.0,None,None,None,None,None
chow,0.334783,True,German_shepherd,0.162647,True,golden_retriever,0.1386119999999999,True,10.0,10.0,Kulet,None,None,None,None
kelpie,0.537782,True,American_Staffordshire_terrier,0.0829531999999999,True,Staffordshire_bullterrier,0.0697599,True,10.0,10.0,None,None,None,None,None
Chihuahua,0.379365,True,toy_terrier,0.1218089999999999,True,Boston_bull,0.0959809,True,9.0,10.0,Tino,None,None,None,None
llama,0.681347,False,ram,0.120142,False,hog,0.0436858,False,6.0,10.0,None,None,None,None,None
soft-coated_wheaten_terrier,0.7911819999999999,True,cocker_spaniel,0.0724441,True,teddy,0.0714865,False,11.0,10.0,None,None,None,None,None
golden_retriever,0.203249,True,Samoyed,0.0679581,True,Great_Pyrenees,0.0653275,True,11.0,10.0,None,None,None,None,None
Pembroke,0.508498,True,black-footed_ferret,0.115532,False,weasel,0.0512800999999999,False,12.0,10.0,Obi,None,None,None,None
Labrador_retriever,0.673691,True,Chesapeake_Bay_retriever,0.194897,True,American_Staffordshire_terrier,0.0594713,True,10.0,10.0,Jeph,None,None,None,None
Chihuahua,0.93781,True,Pomeranian,0.0203067,True,polecat,0.017357,False,10.0,10.0,Pippa,None,None,None,None
Chihuahua,0.702583,True,Siamese_cat,0.0682181,False,macaque,0.0433246,False,12.0,10.0,None,None,None,None,None
minibus,0.401942,False,llama,0.229145,False,seat_belt,0.209393,False,4.0,10.0,Bobby,None,None,None,None
Weimaraner,0.948688,True,English_setter,0.0353524,True,Brittany_spaniel,0.00387878,True,10.0,10.0,None,None,None,None,None
miniature_schnauzer,0.294457,True,Norfolk_terrier,0.161885,True,West_Highland_white_terrier,0.120992,True,11.0,10.0,Theodore,None,None,None,None
clog,0.0811009999999999,False,spindle,0.0669566,False,agama,0.0608837,False,5.0,10.0,None,None,None,pupper,None
Pembroke,0.708034,True,Cardigan,0.2914469999999999,True,dingo,0.000184561,False,11.0,10.0,Perry,None,None,None,None
shopping_cart,0.46095,False,chow,0.261288,True,Labrador_retriever,0.0741938,True,12.0,10.0,None,None,None,None,None
Labrador_retriever,0.769412,True,golden_retriever,0.144893,True,lion,0.0214398,False,11.0,10.0,Bruiser,None,None,None,None
Border_collie,0.665578,True,collie,0.176846,True,Old_English_sheepdog,0.0651747,True,12.0,10.0,Oreo,None,None,None,None
llama,0.3796239999999999,False,triceratops,0.162761,False,hog,0.0842515,False,5.0,10.0,Jerry,None,None,None,None
Bernese_mountain_dog,0.975096,True,Appenzeller,0.0145781,True,EntleBucher,0.00594348,True,11.0,10.0,Gerbald,None,None,pupper,None
dishwasher,0.8888290000000001,False,stove,0.0134115,False,Old_English_sheepdog,0.00967138,True,11.0,10.0,Alfie,None,None,None,None
pug,0.999044,True,Norwegian_elkhound,0.000546586,True,bull_mastiff,0.000235195,True,10.0,10.0,Hubertson,None,None,pupper,None
Pomeranian,0.963176,True,Shetland_sheepdog,0.0194683,True,keeshond,0.00860493,True,11.0,10.0,Petrick,None,floofer,None,None
chow,0.4701619999999999,True,Pomeranian,0.1596769999999999,True,Eskimo_dog,0.105074,True,11.0,10.0,None,None,None,None,None
Boston_bull,0.972483,True,French_bulldog,0.0254692999999999,True,boxer,0.000457544,True,10.0,10.0,Rocky,None,None,None,None
golden_retriever,0.586937,True,Labrador_retriever,0.39826,True,kuvasz,0.00540969,True,10.0,10.0,None,None,None,None,None
white_wolf,0.318524,False,dingo,0.215436,False,collie,0.0958052,True,9.0,10.0,None,None,None,None,None
web_site,0.923987,False,oscilloscope,0.00971237,False,hand-held_computer,0.00876857,False,14.0,10.0,None,None,None,pupper,None
Lakeland_terrier,0.253839,True,Airedale,0.2133489999999999,True,three-toed_sloth,0.0838341,False,7.0,10.0,Otis,None,None,pupper,None
Chesapeake_Bay_retriever,0.171174,True,tennis_ball,0.090644,False,racket,0.0485077,False,12.0,10.0,Brooks,None,None,None,None
sliding_door,0.344526,False,doormat,0.190027,False,washbasin,0.0463264,False,9.0,10.0,Marty,None,None,pupper,None
Yorkshire_terrier,0.414963,True,briard,0.0635052,True,Pekinese,0.0536822,True,9.0,10.0,Olive,None,None,None,None
papillon,0.200812,True,toy_terrier,0.1145119999999999,True,Cardigan,0.0945196,True,8.0,10.0,the,None,None,pupper,None
Siberian_husky,0.4506779999999999,True,Eskimo_dog,0.430275,True,malamute,0.11859,True,11.0,10.0,Lorelei,None,None,None,None
damselfly,0.1907859999999999,False,common_newt,0.0981314,False,whiptail,0.0889582,False,3.0,10.0,Hammond,None,None,None,None
Rhodesian_ridgeback,0.885301,True,redbone,0.0423354,True,seat_belt,0.010493,False,11.0,10.0,None,None,None,pupper,None
Great_Dane,0.23692,True,Irish_wolfhound,0.1176079999999999,True,Greater_Swiss_Mountain_dog,0.1039,True,12.0,10.0,None,None,None,None,None
Pomeranian,0.985789,True,keeshond,0.00408291,True,Pekinese,0.00333366,True,11.0,10.0,Flávio,None,None,None,None
pug,0.985237,True,bull_mastiff,0.00884062,True,boxer,0.00232143,True,10.0,10.0,None,None,None,None,None
German_shepherd,0.830816,True,Leonberg,0.0763252,True,bloodhound,0.0374486,True,10.0,10.0,Birf,None,None,pupper,None
Yorkshire_terrier,0.477704,True,silky_terrier,0.171673,True,Australian_terrier,0.088334,True,11.0,10.0,Crimson,None,None,None,None
Labrador_retriever,0.3200119999999999,True,Ibizan_hound,0.2081719999999999,True,Saluki,0.0789747,True,10.0,10.0,Horace,None,None,None,None
Rottweiler,0.441331,True,miniature_pinscher,0.23318,True,Gordon_setter,0.093582,True,11.0,10.0,Olivia,None,None,pupper,None
Norwich_terrier,0.100499,True,cocker_spaniel,0.0806711,True,golden_retriever,0.0794062,True,11.0,10.0,Mona,None,None,pupper,None
Tibetan_mastiff,0.338812,True,Newfoundland,0.180925,True,golden_retriever,0.180023,True,12.0,10.0,None,None,None,None,None
cheeseburger,0.643808,False,hotdog,0.201378,False,bagel,0.0638797,False,8.0,10.0,None,None,None,None,None
refrigerator,0.799795,False,medicine_chest,0.182538,False,ice_bear,0.00143058,False,11.0,10.0,Jackson,None,None,None,None
Labrador_retriever,0.4171069999999999,True,Chesapeake_Bay_retriever,0.34173,True,German_short-haired_pointer,0.177702,True,11.0,10.0,None,None,None,pupper,None
fiddler_crab,0.992069,False,quail,0.0024906,False,rock_crab,0.00151257,False,5.0,10.0,None,None,None,None,None
borzoi,0.883086,True,whippet,0.0229336,True,Saluki,0.0216056,True,11.0,10.0,Baxter,None,None,None,None
car_mirror,0.997121,False,seat_belt,0.0003750869999999,False,beagle,0.0002162059999999,True,11.0,10.0,Samson,None,None,None,None
pug,0.178205,True,Chihuahua,0.149164,True,Shih-Tzu,0.120505,True,9.0,10.0,Gordon,None,None,None,None
seat_belt,0.703561,False,Great_Dane,0.139909,True,Weimaraner,0.0211125,True,7.0,10.0,None,None,None,pupper,None
Shih-Tzu,0.747208,True,Maltese_dog,0.0910253999999999,True,Lhasa,0.0357878,True,11.0,10.0,Tyrone,None,None,None,None
Boston_bull,0.2233659999999999,True,boxer,0.183596,True,French_bulldog,0.176916,True,10.0,10.0,Kramer,None,None,None,None
wood_rabbit,0.702725,False,Angora,0.190659,False,hare,0.105072,False,11.0,10.0,Curtis,None,None,pupper,None
English_springer,0.4722729999999999,True,English_setter,0.1668619999999999,True,Brittany_spaniel,0.163411,True,12.0,10.0,None,None,None,None,None
Rottweiler,0.391471,True,miniature_pinscher,0.273595,True,Tibetan_mastiff,0.0416919,True,7.0,10.0,Marq,None,None,None,None
pug,0.957365,True,French_bulldog,0.0385587,True,toy_poodle,0.000667361,True,11.0,10.0,Opal,None,None,None,None
miniature_pinscher,0.956063,True,toy_terrier,0.0122306,True,Chihuahua,0.00539748,True,9.0,10.0,Blakely,None,None,pupper,None
Staffordshire_bullterrier,0.151113,True,boxer,0.135697,True,American_Staffordshire_terrier,0.0865912,True,11.0,10.0,Trooper,None,None,None,None
Lakeland_terrier,0.873029,True,soft-coated_wheaten_terrier,0.0609242,True,toy_poodle,0.0170309,True,12.0,10.0,None,None,None,pupper,None
Pomeranian,0.99721,True,Pekinese,0.000803241,True,keeshond,0.000372515,True,12.0,10.0,Louis,None,None,None,None
Eskimo_dog,0.240602,True,Norwegian_elkhound,0.180369,True,Siberian_husky,0.0907388,True,11.0,10.0,Kilo,None,None,None,None
pug,0.973819,True,Chihuahua,0.010891,True,Staffordshire_bullterrier,0.00686389,True,10.0,10.0,None,None,None,None,None
sorrel,0.81152,False,horse_cart,0.0248200999999999,False,Arabian_camel,0.0151553,False,10.0,10.0,Lizzie,None,None,pupper,None
bannister,0.3694489999999999,False,four-poster,0.105307,False,shoji,0.0987669,False,13.0,10.0,Derby,None,None,None,None
golden_retriever,0.900437,True,cocker_spaniel,0.0222925,True,sombrero,0.0149968,False,12.0,10.0,Louis,None,None,None,None
Pembroke,0.696372,True,Cardigan,0.1210519999999999,True,Shetland_sheepdog,0.050592,True,12.0,10.0,None,None,None,pupper,None
papillon,0.531279,True,Blenheim_spaniel,0.2141969999999999,True,Border_collie,0.0538399,True,9.0,10.0,Frönq,None,None,None,None
American_Staffordshire_terrier,0.5996600000000001,True,Staffordshire_bullterrier,0.380976,True,bull_mastiff,0.00388902,True,8.0,10.0,Pubert,None,None,None,None
malinois,0.199512,True,German_shepherd,0.0967973,True,Saluki,0.0828482,True,12.0,10.0,None,None,None,None,None
Cardigan,0.6142310000000001,True,skunk,0.139392,False,toilet_tissue,0.0311582,False,9.0,10.0,Brad,None,None,None,None
hog,0.669996,False,guinea_pig,0.077347,False,hamster,0.0623981999999999,False,7.0,10.0,Hamrick,None,None,pupper,None
Ibizan_hound,0.8531700000000001,True,Chihuahua,0.0398973,True,Italian_greyhound,0.0352196,True,10.0,10.0,None,None,None,None,None
crane,0.158859,False,pier,0.130016,False,bell_cote,0.0877414,False,8.0,10.0,Clarence,None,None,None,None
Pembroke,0.430544,True,red_fox,0.206576,False,Pomeranian,0.154352,True,11.0,10.0,None,None,None,pupper,None
English_springer,0.3037809999999999,True,papillon,0.165132,True,Welsh_springer_spaniel,0.149051,True,10.0,10.0,Trip,None,None,pupper,None
cocker_spaniel,0.816044,True,golden_retriever,0.0541354,True,Airedale,0.0306481,True,9.0,10.0,None,None,None,None,None
American_Staffordshire_terrier,0.215161,True,Chesapeake_Bay_retriever,0.0790509,True,Doberman,0.0702259,True,10.0,10.0,Lucky,None,None,None,None
Chihuahua,0.6375460000000001,True,American_Staffordshire_terrier,0.150694,True,Staffordshire_bullterrier,0.103953,True,10.0,10.0,Herald,None,None,None,None
Scotch_terrier,0.267979,True,affenpinscher,0.199619,True,cairn,0.127469,True,9.0,10.0,Chipson,None,None,None,None
snowmobile,0.254642,False,assault_rifle,0.129558,False,rifle,0.110875,False,13.0,10.0,None,None,None,None,None
Pembroke,0.799319,True,Cardigan,0.1895369999999999,True,papillon,0.00338619,True,12.0,10.0,Carl,None,None,None,None
Eskimo_dog,0.169482,True,Siberian_husky,0.161655,True,dingo,0.154414,False,12.0,10.0,None,None,None,None,None
dogsled,0.426494,False,cocker_spaniel,0.0731013999999999,True,Chihuahua,0.0703229,True,11.0,10.0,None,None,None,None,None
toy_poodle,0.279604,True,mashed_potato,0.208564,False,Labrador_retriever,0.0774808999999999,True,10.0,10.0,Lucy,None,None,pupper,None
bustard,0.225221,False,koala,0.0576253,False,goose,0.0535688999999999,False,8.0,10.0,Ricky,None,None,None,None
Italian_greyhound,0.322818,True,whippet,0.246966,True,Chihuahua,0.122541,True,12.0,10.0,Luca,None,None,None,None
collie,0.600186,True,Shetland_sheepdog,0.298939,True,borzoi,0.0226155999999999,True,11.0,10.0,Fynn,None,None,None,None
Old_English_sheepdog,0.269155,True,Tibetan_terrier,0.111496,True,Lakeland_terrier,0.104939,True,9.0,10.0,Durg,None,None,None,None
Pomeranian,0.943331,True,Shetland_sheepdog,0.0236750999999999,True,chow,0.00716495,True,11.0,10.0,Gizmo,None,None,pupper,None
cowboy_hat,0.291081,False,Labrador_retriever,0.179625,True,sombrero,0.121493,False,12.0,10.0,None,None,None,None,None
standard_poodle,0.444499,True,English_springer,0.12983,True,pug,0.0738057,True,10.0,10.0,Covach,None,None,None,None
Samoyed,0.270287,True,Great_Pyrenees,0.114027,True,teddy,0.0724748,False,10.0,10.0,None,None,None,None,None
